"ndc","rxcui","in_rxcui","has_min","in_tty","in_name","in_synonym","in_umlscui","atc5","ddd","u","adm_r","whocc_note"
"00187433005",1667916,6054,FALSE,"IN","isoproterenol",NA,NA,"R03CB01",40,"mg","O",NA
"00187520030",284539,4492,FALSE,"IN","fluorouracil",NA,NA,"L01BC02",NA,NA,NA,NA
"00187526802",1087623,10454,TRUE,"IN","thiamine",NA,NA,"A11DA01",NA,NA,NA,NA
"00187526802",1087623,11248,TRUE,"IN","vitamin B12",NA,NA,"B03BA01",NA,NA,NA,NA
"00187526802",1087623,1151,TRUE,"IN","ascorbic acid",NA,NA,"A11GA01",NA,NA,NA,NA
"00187526802",1087623,1151,TRUE,"IN","ascorbic acid",NA,NA,"G01AD03",NA,NA,NA,NA
"00187526802",1087623,1151,TRUE,"IN","ascorbic acid",NA,NA,"S01XA15",NA,NA,NA,NA
"00187526802",1087623,1588,TRUE,"IN","biotin",NA,NA,"A11HA05",NA,NA,NA,NA
"00187526802",1087623,4511,TRUE,"IN","folic acid",NA,NA,"B03BB01",NA,NA,NA,NA
"00187526802",1087623,4511,TRUE,"IN","folic acid",NA,NA,"V04CX02",NA,NA,NA,NA
"00187526802",1087623,62400,TRUE,"IN","pantothenate",NA,NA,NA,NA,NA,NA,NA
"00187526802",1087623,684879,TRUE,"IN","pyridoxine",NA,NA,"A11HA02",NA,NA,NA,NA
"00187526802",1087623,7393,TRUE,"IN","niacin",NA,NA,"C04AC01",NA,NA,NA,NA
"00187526802",1087623,7393,TRUE,"IN","niacin",NA,NA,"C10AD02",NA,NA,NA,NA
"00187526802",1087623,9346,TRUE,"IN","riboflavin",NA,NA,"A11HA04",NA,NA,NA,NA
"00187526802",1087623,9346,TRUE,"IN","riboflavin",NA,NA,"S01XA26",NA,NA,NA,NA
"00187526802",1087623,1007320,TRUE,"MIN","ascorbic acid / biotin / folic acid / niacin / pantothenate / pyridoxine / riboflavin / thiamine / vitamin B12",NA,NA,NA,NA,NA,NA,NA
"00206240802",1659151,37617,TRUE,"IN","tazobactam",NA,NA,"J01CG02",NA,NA,NA,NA
"00206240802",1659151,8339,TRUE,"IN","piperacillin",NA,NA,"J01CA12",NA,NA,NA,NA
"00206240802",1659151,74169,TRUE,"MIN","piperacillin / tazobactam",NA,NA,NA,NA,NA,NA,NA
"00206885216",1659134,37617,TRUE,"IN","tazobactam",NA,NA,"J01CG02",NA,NA,NA,NA
"00206885216",1659134,8339,TRUE,"IN","piperacillin",NA,NA,"J01CA12",NA,NA,NA,NA
"00206885216",1659134,74169,TRUE,"MIN","piperacillin / tazobactam",NA,NA,NA,NA,NA,NA,NA
"00206885416",1659139,37617,TRUE,"IN","tazobactam",NA,NA,"J01CG02",NA,NA,NA,NA
"00206885416",1659139,8339,TRUE,"IN","piperacillin",NA,NA,"J01CA12",NA,NA,NA,NA
"00206885416",1659139,74169,TRUE,"MIN","piperacillin / tazobactam",NA,NA,NA,NA,NA,NA,NA
"00206885516",1659151,37617,TRUE,"IN","tazobactam",NA,NA,"J01CG02",NA,NA,NA,NA
"00206885516",1659151,8339,TRUE,"IN","piperacillin",NA,NA,"J01CA12",NA,NA,NA,NA
"00206885516",1659151,74169,TRUE,"MIN","piperacillin / tazobactam",NA,NA,NA,NA,NA,NA,NA
"00206886002",1659134,37617,TRUE,"IN","tazobactam",NA,NA,"J01CG02",NA,NA,NA,NA
"00206886002",1659134,8339,TRUE,"IN","piperacillin",NA,NA,"J01CA12",NA,NA,NA,NA
"00206886002",1659134,74169,TRUE,"MIN","piperacillin / tazobactam",NA,NA,NA,NA,NA,NA,NA
"00206886201",1659151,37617,TRUE,"IN","tazobactam",NA,NA,"J01CG02",NA,NA,NA,NA
"00206886201",1659151,8339,TRUE,"IN","piperacillin",NA,NA,"J01CA12",NA,NA,NA,NA
"00206886201",1659151,74169,TRUE,"MIN","piperacillin / tazobactam",NA,NA,NA,NA,NA,NA,NA
"00206886202",1659151,37617,TRUE,"IN","tazobactam",NA,NA,"J01CG02",NA,NA,NA,NA
"00206886202",1659151,8339,TRUE,"IN","piperacillin",NA,NA,"J01CA12",NA,NA,NA,NA
"00206886202",1659151,74169,TRUE,"MIN","piperacillin / tazobactam",NA,NA,NA,NA,NA,NA,NA
"00223172101",198861,36676,FALSE,"IN","sodium bicarbonate",NA,NA,"B05CB04",NA,NA,NA,NA
"00223172101",198861,36676,FALSE,"IN","sodium bicarbonate",NA,NA,"B05XA02",NA,NA,NA,NA
"00223176001",313009,9863,FALSE,"IN","sodium chloride",NA,NA,"A12CA01",NA,NA,NA,NA
"00223176001",313009,9863,FALSE,"IN","sodium chloride",NA,NA,"B05CB01",NA,NA,NA,NA
"00223176001",313009,9863,FALSE,"IN","sodium chloride",NA,NA,"B05XA03",NA,NA,NA,NA
"00223197101",1367410,4018,FALSE,"IN","ergocalciferol","vitamin D2",NA,"A11CC01",NA,NA,NA,NA
"00224185530",1095547,8928,FALSE,"IN","psyllium",NA,NA,NA,NA,NA,NA,NA
"00228206710",198057,7781,FALSE,"IN","oxazepam",NA,NA,"N05BA04",NA,NA,NA,NA
"00228249710",198032,7417,FALSE,"IN","nifedipine",NA,NA,"C08CA05",NA,NA,NA,NA
"00228262011",311197,6057,FALSE,"IN","isosorbide",NA,NA,NA,NA,NA,NA,NA
"00228263111",311192,6057,FALSE,"IN","isosorbide",NA,NA,NA,NA,NA,NA,NA
"00228300311",197527,2598,FALSE,"IN","clonazepam",NA,NA,"N03AE01",NA,NA,NA,NA
"00245000331",544597,8597,FALSE,"IN","potassium iodide",NA,NA,"R05CA02",NA,NA,NA,NA
"00245000331",544597,8597,FALSE,"IN","potassium iodide",NA,NA,"S01XA04",NA,NA,NA,NA
"00245000331",544597,8597,FALSE,"IN","potassium iodide",NA,NA,"V03AB21",NA,NA,NA,NA
"00245001201",904605,9947,FALSE,"IN","sotalol",NA,NA,"C07AA07",NA,NA,NA,NA
"00245002322",205643,114202,FALSE,"IN","lactate",NA,NA,NA,NA,NA,NA,NA
"00245004101",628958,8591,FALSE,"IN","potassium chloride",NA,NA,"A12BA01",NA,NA,NA,NA
"00245004101",628958,8591,FALSE,"IN","potassium chloride",NA,NA,"B05XA01",NA,NA,NA,NA
"00245005301",198635,24947,FALSE,"IN","ferrous sulfate",NA,NA,"B03AA07",NA,NA,NA,NA
"00245006101",198627,24942,FALSE,"IN","ferrous gluconate",NA,NA,"B03AA03",NA,NA,NA,NA
"00245008201",1432313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00245009101",311871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00245014701",834346,703,FALSE,"IN","amiodarone",NA,NA,"C01BD01",NA,NA,NA,NA
"00245016212",892603,7052,FALSE,"IN","morphine",NA,NA,"N02AA01",NA,NA,NA,NA
"00245018001",1099625,40254,FALSE,"IN","valproate",NA,NA,NA,NA,NA,NA,NA
"00245018101",1099678,40254,FALSE,"IN","valproate",NA,NA,NA,NA,NA,NA,NA
"00245018201",1099870,40254,FALSE,"IN","valproate",NA,NA,NA,NA,NA,NA,NA
"00245021111",993466,6963,FALSE,"IN","midodrine",NA,NA,"C01CA17",NA,NA,NA,NA
"00245021201",993470,6963,FALSE,"IN","midodrine",NA,NA,"C01CA17",NA,NA,NA,NA
"00245021211",993470,6963,FALSE,"IN","midodrine",NA,NA,"C01CA17",NA,NA,NA,NA
"00245086070",608934,6922,FALSE,"IN","metronidazole",NA,NA,"A01AB17",NA,NA,NA,NA
"00245086070",608934,6922,FALSE,"IN","metronidazole",NA,NA,"D06BX01",NA,NA,NA,NA
"00245086070",608934,6922,FALSE,"IN","metronidazole",NA,NA,"G01AF01",NA,NA,NA,NA
"00245086070",608934,6922,FALSE,"IN","metronidazole",NA,NA,"J01XD01",NA,NA,NA,NA
"00245086070",608934,6922,FALSE,"IN","metronidazole",NA,NA,"P01AB01",NA,NA,NA,NA
"00247108052",315097,4141,FALSE,"IN","ethyl chloride",NA,NA,"N01BX01",NA,NA,NA,NA
"00247120004",209217,7512,FALSE,"IN","norepinephrine",NA,NA,"C01CA03",NA,NA,NA,NA
"00256015201",1251398,9863,FALSE,"IN","sodium chloride",NA,NA,"A12CA01",NA,NA,NA,NA
"00256015201",1251398,9863,FALSE,"IN","sodium chloride",NA,NA,"B05CB01",NA,NA,NA,NA
"00256015201",1251398,9863,FALSE,"IN","sodium chloride",NA,NA,"B05XA03",NA,NA,NA,NA
"00258361301",311194,6058,FALSE,"IN","isosorbide dinitrate",NA,NA,"C01DA08",NA,NA,NA,NA
"00258361301",311194,6058,FALSE,"IN","isosorbide dinitrate",NA,NA,"C05AE02",NA,NA,NA,NA
"00258368790",830861,3443,FALSE,"IN","diltiazem",NA,NA,"C05AE03",NA,NA,NA,NA
"00258368790",830861,3443,FALSE,"IN","diltiazem",NA,NA,"C08DB01",NA,NA,NA,NA
"00258368890",830845,3443,FALSE,"IN","diltiazem",NA,NA,"C05AE03",NA,NA,NA,NA
"00258368890",830845,3443,FALSE,"IN","diltiazem",NA,NA,"C08DB01",NA,NA,NA,NA
"00258368990",830837,3443,FALSE,"IN","diltiazem",NA,NA,"C05AE03",NA,NA,NA,NA
"00258368990",830837,3443,FALSE,"IN","diltiazem",NA,NA,"C08DB01",NA,NA,NA,NA
"00258369090",830801,3443,FALSE,"IN","diltiazem",NA,NA,"C05AE03",NA,NA,NA,NA
"00258369090",830801,3443,FALSE,"IN","diltiazem",NA,NA,"C08DB01",NA,NA,NA,NA
"00258371101",856605,9386,FALSE,"IN","rimantadine",NA,NA,"J05AC02",NA,NA,NA,NA
"00264190955",800979,10524,TRUE,"IN","threonine",NA,NA,NA,NA,NA,NA,NA
"00264190955",800979,10898,TRUE,"IN","tryptophan","L-tryptophan",NA,"N06AX02",NA,NA,NA,NA
"00264190955",800979,11115,TRUE,"IN","valine","L-valine",NA,NA,NA,NA,NA,NA
"00264190955",800979,164,TRUE,"IN","acetate",NA,NA,NA,NA,NA,NA,NA
"00264190955",800979,3024,TRUE,"IN","cysteine",NA,NA,NA,NA,NA,NA,NA
"00264190955",800979,36679,TRUE,"IN","sodium bisulfite",NA,NA,NA,NA,NA,NA,NA
"00264190955",800979,5340,TRUE,"IN","histidine","L-histidine",NA,NA,NA,NA,NA,NA
"00264190955",800979,6033,TRUE,"IN","isoleucine","L-isoleucine",NA,NA,NA,NA,NA,NA
"00264190955",800979,6308,TRUE,"IN","leucine","L-leucine",NA,NA,NA,NA,NA,NA
"00264190955",800979,6536,TRUE,"IN","lysine","L-lysine",NA,"B05XB03",NA,NA,NA,NA
"00264190955",800979,6837,TRUE,"IN","methionine","L-methionine",NA,"V03AB26",NA,NA,NA,NA
"00264190955",800979,8156,TRUE,"IN","phenylalanine","L-phenylalanine",NA,NA,NA,NA,NA,NA
"00264190955",800979,9863,TRUE,"IN","sodium chloride",NA,NA,"A12CA01",NA,NA,NA,NA
"00264190955",800979,9863,TRUE,"IN","sodium chloride",NA,NA,"B05CB01",NA,NA,NA,NA
"00264190955",800979,9863,TRUE,"IN","sodium chloride",NA,NA,"B05XA03",NA,NA,NA,NA
"00264190955",800979,1007503,TRUE,"MIN","acetate / cysteine / histidine / isoleucine / leucine / lysine / methionine / phenylalanine / sodium bisulfite / sodium chloride / threonine / tryptophan / valine",NA,NA,NA,NA,NA,NA,NA
"00264196510",809605,5531,FALSE,"IN","hetastarch","hydroxyethylstarch",NA,"B05AA07",NA,NA,NA,NA
"00264220100",486515,9863,FALSE,"IN","sodium chloride",NA,NA,"A12CA01",NA,NA,NA,NA
"00264220100",486515,9863,FALSE,"IN","sodium chloride",NA,NA,"B05CB01",NA,NA,NA,NA
"00264220100",486515,9863,FALSE,"IN","sodium chloride",NA,NA,"B05XA03",NA,NA,NA,NA
"00264310311",1665050,2180,FALSE,"IN","cefazolin",NA,NA,"J01DB04",NA,NA,NA,NA
"00264310511",1665060,2180,FALSE,"IN","cefazolin",NA,NA,"J01DB04",NA,NA,NA,NA
"00264400155",1807634,9863,FALSE,"IN","sodium chloride",NA,NA,"A12CA01",NA,NA,NA,NA
"00264400155",1807634,9863,FALSE,"IN","sodium chloride",NA,NA,"B05CB01",NA,NA,NA,NA
"00264400155",1807634,9863,FALSE,"IN","sodium chloride",NA,NA,"B05XA03",NA,NA,NA,NA
"00264751010",1795607,4850,FALSE,"IN","glucose",NA,NA,"B05CX01",NA,NA,NA,NA
"00264751010",1795607,4850,FALSE,"IN","glucose",NA,NA,"V04CA02",NA,NA,NA,NA
"00264751010",1795607,4850,FALSE,"IN","glucose",NA,NA,"V06DC01",NA,NA,NA,NA
"00264751020",1795610,4850,FALSE,"IN","glucose",NA,NA,"B05CX01",NA,NA,NA,NA
"00264751020",1795610,4850,FALSE,"IN","glucose",NA,NA,"V04CA02",NA,NA,NA,NA
"00264751020",1795610,4850,FALSE,"IN","glucose",NA,NA,"V06DC01",NA,NA,NA,NA
"00264780010",1807634,9863,FALSE,"IN","sodium chloride",NA,NA,"A12CA01",NA,NA,NA,NA
"00264780010",1807634,9863,FALSE,"IN","sodium chloride",NA,NA,"B05CB01",NA,NA,NA,NA
"00264780010",1807634,9863,FALSE,"IN","sodium chloride",NA,NA,"B05XA03",NA,NA,NA,NA
"00264780020",1807633,9863,FALSE,"IN","sodium chloride",NA,NA,"A12CA01",NA,NA,NA,NA
"00264780020",1807633,9863,FALSE,"IN","sodium chloride",NA,NA,"B05CB01",NA,NA,NA,NA
"00264780020",1807633,9863,FALSE,"IN","sodium chloride",NA,NA,"B05XA03",NA,NA,NA,NA
"00264958720",1658717,5224,FALSE,"IN","heparin",NA,NA,"B01AB01",NA,NA,NA,NA
"00264958720",1658717,5224,FALSE,"IN","heparin",NA,NA,"C05BA03",NA,NA,NA,NA
"00264958720",1658717,5224,FALSE,"IN","heparin",NA,NA,"S01XA14",NA,NA,NA,NA
"00281032608",207273,4917,FALSE,"IN","nitroglycerin","glyceryl trinitrate",NA,"C01DA02",NA,NA,NA,NA
"00281032608",207273,4917,FALSE,"IN","nitroglycerin","glyceryl trinitrate",NA,"C05AE01",NA,NA,NA,NA
"00283067902",808357,1399,FALSE,"IN","benzocaine",NA,NA,"C05AD03",NA,NA,NA,NA
"00283067902",808357,1399,FALSE,"IN","benzocaine",NA,NA,"D04AB04",NA,NA,NA,NA
"00283067902",808357,1399,FALSE,"IN","benzocaine",NA,NA,"N01BA05",NA,NA,NA,NA
"00283067902",808357,1399,FALSE,"IN","benzocaine",NA,NA,"R02AD01",NA,NA,NA,NA
"00299382060",605730,6922,FALSE,"IN","metronidazole",NA,NA,"A01AB17",NA,NA,NA,NA
"00299382060",605730,6922,FALSE,"IN","metronidazole",NA,NA,"D06BX01",NA,NA,NA,NA
"00299382060",605730,6922,FALSE,"IN","metronidazole",NA,NA,"G01AF01",NA,NA,NA,NA
"00299382060",605730,6922,FALSE,"IN","metronidazole",NA,NA,"J01XD01",NA,NA,NA,NA
"00299382060",605730,6922,FALSE,"IN","metronidazole",NA,NA,"P01AB01",NA,NA,NA,NA
"00300154111",596918,17128,FALSE,"IN","lansoprazole",NA,NA,"A02BC03",NA,NA,NA,NA
"00300154430",866152,17128,FALSE,"IN","lansoprazole",NA,NA,"A02BC03",NA,NA,NA,NA
"00300304611",206206,17128,FALSE,"IN","lansoprazole",NA,NA,"A02BC03",NA,NA,NA,NA
"00300334601",1115468,42375,FALSE,"IN","leuprolide",NA,NA,"L02AE02",NA,NA,NA,NA
"00300364101",1115459,42375,FALSE,"IN","leuprolide",NA,NA,"L02AE02",NA,NA,NA,NA
"00300364201",1115464,42375,FALSE,"IN","leuprolide",NA,NA,"L02AE02",NA,NA,NA,NA
"00300366301",1115473,42375,FALSE,"IN","leuprolide",NA,NA,"L02AE02",NA,NA,NA,NA
"00310020130",151124,84857,FALSE,"IN","anastrozole",NA,NA,"L02BG03",NA,NA,NA,NA
"00310020137",199224,84857,FALSE,"IN","anastrozole",NA,NA,"L02BG03",NA,NA,NA,NA
"00310027139",153639,51272,FALSE,"IN","quetiapine",NA,NA,"N05AH04",NA,NA,NA,NA
"00310027239",153640,51272,FALSE,"IN","quetiapine",NA,NA,"N05AH04",NA,NA,NA,NA
"00310027539",153638,51272,FALSE,"IN","quetiapine",NA,NA,"N05AH04",NA,NA,NA,NA
"00310027839",616489,51272,FALSE,"IN","quetiapine",NA,NA,"N05AH04",NA,NA,NA,NA
"00310028039",853202,51272,FALSE,"IN","quetiapine",NA,NA,"N05AH04",NA,NA,NA,NA
"00310028239",721793,51272,FALSE,"IN","quetiapine",NA,NA,"N05AH04",NA,NA,NA,NA
"00310028339",721795,51272,FALSE,"IN","quetiapine",NA,NA,"N05AH04",NA,NA,NA,NA
"00310030011",1808219,8782,FALSE,"IN","propofol",NA,NA,"N01AX10",NA,NA,NA,NA
"00310030022",1808225,8782,FALSE,"IN","propofol",NA,NA,"N01AX10",NA,NA,NA,NA
"00310032130",1722941,29561,FALSE,"IN","meropenem",NA,NA,"J01DH02",NA,NA,NA,NA
"00310032165",1722941,29561,FALSE,"IN","meropenem",NA,NA,"J01DH02",NA,NA,NA,NA
"00310032520",1722937,29561,FALSE,"IN","meropenem",NA,NA,"J01DH02",NA,NA,NA,NA
"00310040260",211776,114970,FALSE,"IN","zafirlukast",NA,NA,"R03DC01",NA,NA,NA,NA
"00310065758",1597593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00310070539",108828,83008,FALSE,"IN","bicalutamide",NA,NA,"L02BB03",NA,NA,NA,NA
"00310072010",727954,282357,FALSE,"IN","fulvestrant",NA,NA,"L02BA03",NA,NA,NA,NA
"00310075239",859753,301542,FALSE,"IN","rosuvastatin",NA,NA,"C10AA07",NA,NA,NA,NA
"00310075290",859753,301542,FALSE,"IN","rosuvastatin",NA,NA,"C10AA07",NA,NA,NA,NA
"00310075590",859426,301542,FALSE,"IN","rosuvastatin",NA,NA,"C10AA07",NA,NA,NA,NA
"00310095036",105641,50610,FALSE,"IN","goserelin",NA,NA,"L02AE03",NA,NA,NA,NA
"00310652401",847913,60548,FALSE,"IN","exenatide",NA,NA,"A10BJ01",0.286,"mg","P","depot inj"
"00327001105",1792398,21183,TRUE,"IN","citric acid",NA,NA,"A09AB04",2,"g","O",NA
"00327001105",1792398,25842,TRUE,"IN","gluconolactone",NA,NA,NA,NA,NA,NA,NA
"00327001105",1792398,29155,TRUE,"IN","magnesium carbonate",NA,NA,"A02AA01",NA,NA,NA,NA
"00327001105",1792398,29155,TRUE,"IN","magnesium carbonate",NA,NA,"A06AD01",NA,NA,NA,NA
"00327001105",1792398,729513,TRUE,"MIN","citric acid / gluconolactone / magnesium carbonate",NA,NA,NA,NA,NA,NA,NA
"00338000404",150985,11295,FALSE,"IN","water",NA,NA,NA,NA,NA,NA,NA
"00338001304",540930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00338001308",540930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00338001602",309778,4850,FALSE,"IN","glucose",NA,NA,"B05CX01",NA,NA,NA,NA
"00338001602",309778,4850,FALSE,"IN","glucose",NA,NA,"V04CA02",NA,NA,NA,NA
"00338001602",309778,4850,FALSE,"IN","glucose",NA,NA,"V06DC01",NA,NA,NA,NA
"00338001701",1795621,4850,FALSE,"IN","glucose",NA,NA,"B05CX01",NA,NA,NA,NA
"00338001701",1795621,4850,FALSE,"IN","glucose",NA,NA,"V04CA02",NA,NA,NA,NA
"00338001701",1795621,4850,FALSE,"IN","glucose",NA,NA,"V06DC01",NA,NA,NA,NA
"00338001702",1795610,4850,FALSE,"IN","glucose",NA,NA,"B05CX01",NA,NA,NA,NA
"00338001702",1795610,4850,FALSE,"IN","glucose",NA,NA,"V04CA02",NA,NA,NA,NA
"00338001702",1795610,4850,FALSE,"IN","glucose",NA,NA,"V06DC01",NA,NA,NA,NA
"00338001703",1795607,4850,FALSE,"IN","glucose",NA,NA,"B05CX01",NA,NA,NA,NA
"00338001703",1795607,4850,FALSE,"IN","glucose",NA,NA,"V04CA02",NA,NA,NA,NA
"00338001703",1795607,4850,FALSE,"IN","glucose",NA,NA,"V06DC01",NA,NA,NA,NA
"00338001704",1795612,4850,FALSE,"IN","glucose",NA,NA,"B05CX01",NA,NA,NA,NA
"00338001704",1795612,4850,FALSE,"IN","glucose",NA,NA,"V04CA02",NA,NA,NA,NA
"00338001704",1795612,4850,FALSE,"IN","glucose",NA,NA,"V06DC01",NA,NA,NA,NA
"00338001710",1795618,4850,FALSE,"IN","glucose",NA,NA,"B05CX01",NA,NA,NA,NA
"00338001710",1795618,4850,FALSE,"IN","glucose",NA,NA,"V04CA02",NA,NA,NA,NA
"00338001710",1795618,4850,FALSE,"IN","glucose",NA,NA,"V06DC01",NA,NA,NA,NA
"00338001711",1795616,4850,FALSE,"IN","glucose",NA,NA,"B05CX01",NA,NA,NA,NA
"00338001711",1795616,4850,FALSE,"IN","glucose",NA,NA,"V04CA02",NA,NA,NA,NA
"00338001711",1795616,4850,FALSE,"IN","glucose",NA,NA,"V06DC01",NA,NA,NA,NA
"00338001731",1795616,4850,FALSE,"IN","glucose",NA,NA,"B05CX01",NA,NA,NA,NA
"00338001731",1795616,4850,FALSE,"IN","glucose",NA,NA,"V04CA02",NA,NA,NA,NA
"00338001731",1795616,4850,FALSE,"IN","glucose",NA,NA,"V06DC01",NA,NA,NA,NA
"00338001738",1795609,4850,FALSE,"IN","glucose",NA,NA,"B05CX01",NA,NA,NA,NA
"00338001738",1795609,4850,FALSE,"IN","glucose",NA,NA,"V04CA02",NA,NA,NA,NA
"00338001738",1795609,4850,FALSE,"IN","glucose",NA,NA,"V06DC01",NA,NA,NA,NA
"00338002302",1795480,4850,FALSE,"IN","glucose",NA,NA,"B05CX01",NA,NA,NA,NA
"00338002302",1795480,4850,FALSE,"IN","glucose",NA,NA,"V04CA02",NA,NA,NA,NA
"00338002302",1795480,4850,FALSE,"IN","glucose",NA,NA,"V06DC01",NA,NA,NA,NA
"00338002304",1795481,4850,FALSE,"IN","glucose",NA,NA,"B05CX01",NA,NA,NA,NA
"00338002304",1795481,4850,FALSE,"IN","glucose",NA,NA,"V04CA02",NA,NA,NA,NA
"00338002304",1795481,4850,FALSE,"IN","glucose",NA,NA,"V06DC01",NA,NA,NA,NA
"00338003003",237649,4850,FALSE,"IN","glucose",NA,NA,"B05CX01",NA,NA,NA,NA
"00338003003",237649,4850,FALSE,"IN","glucose",NA,NA,"V04CA02",NA,NA,NA,NA
"00338003003",237649,4850,FALSE,"IN","glucose",NA,NA,"V06DC01",NA,NA,NA,NA
"00338004303",1807551,9863,FALSE,"IN","sodium chloride",NA,NA,"A12CA01",NA,NA,NA,NA
"00338004303",1807551,9863,FALSE,"IN","sodium chloride",NA,NA,"B05CB01",NA,NA,NA,NA
"00338004303",1807551,9863,FALSE,"IN","sodium chloride",NA,NA,"B05XA03",NA,NA,NA,NA
"00338004304",1807552,9863,FALSE,"IN","sodium chloride",NA,NA,"A12CA01",NA,NA,NA,NA
"00338004304",1807552,9863,FALSE,"IN","sodium chloride",NA,NA,"B05CB01",NA,NA,NA,NA
"00338004304",1807552,9863,FALSE,"IN","sodium chloride",NA,NA,"B05XA03",NA,NA,NA,NA
"00338004501",313002,9863,FALSE,"IN","sodium chloride",NA,NA,"A12CA01",NA,NA,NA,NA
"00338004501",313002,9863,FALSE,"IN","sodium chloride",NA,NA,"B05CB01",NA,NA,NA,NA
"00338004501",313002,9863,FALSE,"IN","sodium chloride",NA,NA,"B05XA03",NA,NA,NA,NA
"00338004802",486515,9863,FALSE,"IN","sodium chloride",NA,NA,"A12CA01",NA,NA,NA,NA
"00338004802",486515,9863,FALSE,"IN","sodium chloride",NA,NA,"B05CB01",NA,NA,NA,NA
"00338004802",486515,9863,FALSE,"IN","sodium chloride",NA,NA,"B05XA03",NA,NA,NA,NA
"00338004803",486515,9863,FALSE,"IN","sodium chloride",NA,NA,"A12CA01",NA,NA,NA,NA
"00338004803",486515,9863,FALSE,"IN","sodium chloride",NA,NA,"B05CB01",NA,NA,NA,NA
"00338004803",486515,9863,FALSE,"IN","sodium chloride",NA,NA,"B05XA03",NA,NA,NA,NA
"00338004804",486515,9863,FALSE,"IN","sodium chloride",NA,NA,"A12CA01",NA,NA,NA,NA
"00338004804",486515,9863,FALSE,"IN","sodium chloride",NA,NA,"B05CB01",NA,NA,NA,NA
"00338004804",486515,9863,FALSE,"IN","sodium chloride",NA,NA,"B05XA03",NA,NA,NA,NA
"00338004901",1807627,9863,FALSE,"IN","sodium chloride",NA,NA,"A12CA01",NA,NA,NA,NA
"00338004901",1807627,9863,FALSE,"IN","sodium chloride",NA,NA,"B05CB01",NA,NA,NA,NA
"00338004901",1807627,9863,FALSE,"IN","sodium chloride",NA,NA,"B05XA03",NA,NA,NA,NA
"00338004902",1807633,9863,FALSE,"IN","sodium chloride",NA,NA,"A12CA01",NA,NA,NA,NA
"00338004902",1807633,9863,FALSE,"IN","sodium chloride",NA,NA,"B05CB01",NA,NA,NA,NA
"00338004902",1807633,9863,FALSE,"IN","sodium chloride",NA,NA,"B05XA03",NA,NA,NA,NA
"00338004903",1807634,9863,FALSE,"IN","sodium chloride",NA,NA,"A12CA01",NA,NA,NA,NA
"00338004903",1807634,9863,FALSE,"IN","sodium chloride",NA,NA,"B05CB01",NA,NA,NA,NA
"00338004903",1807634,9863,FALSE,"IN","sodium chloride",NA,NA,"B05XA03",NA,NA,NA,NA
"00338004904",1807639,9863,FALSE,"IN","sodium chloride",NA,NA,"A12CA01",NA,NA,NA,NA
"00338004904",1807639,9863,FALSE,"IN","sodium chloride",NA,NA,"B05CB01",NA,NA,NA,NA
"00338004904",1807639,9863,FALSE,"IN","sodium chloride",NA,NA,"B05XA03",NA,NA,NA,NA
"00338004910",1807630,9863,FALSE,"IN","sodium chloride",NA,NA,"A12CA01",NA,NA,NA,NA
"00338004910",1807630,9863,FALSE,"IN","sodium chloride",NA,NA,"B05CB01",NA,NA,NA,NA
"00338004910",1807630,9863,FALSE,"IN","sodium chloride",NA,NA,"B05XA03",NA,NA,NA,NA
"00338004911",1807631,9863,FALSE,"IN","sodium chloride",NA,NA,"A12CA01",NA,NA,NA,NA
"00338004911",1807631,9863,FALSE,"IN","sodium chloride",NA,NA,"B05CB01",NA,NA,NA,NA
"00338004911",1807631,9863,FALSE,"IN","sodium chloride",NA,NA,"B05XA03",NA,NA,NA,NA
"00338004931",1807631,9863,FALSE,"IN","sodium chloride",NA,NA,"A12CA01",NA,NA,NA,NA
"00338004931",1807631,9863,FALSE,"IN","sodium chloride",NA,NA,"B05CB01",NA,NA,NA,NA
"00338004931",1807631,9863,FALSE,"IN","sodium chloride",NA,NA,"B05XA03",NA,NA,NA,NA
"00338004938",1807632,9863,FALSE,"IN","sodium chloride",NA,NA,"A12CA01",NA,NA,NA,NA
"00338004938",1807632,9863,FALSE,"IN","sodium chloride",NA,NA,"B05CB01",NA,NA,NA,NA
"00338004938",1807632,9863,FALSE,"IN","sodium chloride",NA,NA,"B05XA03",NA,NA,NA,NA
"00338005403",730781,9863,FALSE,"IN","sodium chloride",NA,NA,"A12CA01",NA,NA,NA,NA
"00338005403",730781,9863,FALSE,"IN","sodium chloride",NA,NA,"B05CB01",NA,NA,NA,NA
"00338005403",730781,9863,FALSE,"IN","sodium chloride",NA,NA,"B05XA03",NA,NA,NA,NA
"00338007704",1794887,4850,TRUE,"IN","glucose",NA,NA,"B05CX01",NA,NA,NA,NA
"00338007704",1794887,4850,TRUE,"IN","glucose",NA,NA,"V04CA02",NA,NA,NA,NA
"00338007704",1794887,4850,TRUE,"IN","glucose",NA,NA,"V06DC01",NA,NA,NA,NA
"00338007704",1794887,9863,TRUE,"IN","sodium chloride",NA,NA,"A12CA01",NA,NA,NA,NA
